0.0155000,0.0160000,0.0159000,0.0158000,0.0162000,0.0169000,0.0183000,0.0192000,0.0225000,0.0239000
0.0160786,0.0165588,0.0165067,0.0164806,0.0168984,0.0176124,0.0189425,0.0198109,0.0228940,0.0241974
0.0177612,0.0182040,0.0181681,0.0181632,0.0185577,0.0192276,0.0204501,0.0212521,0.0240716,0.0252623
0.0183640,0.0188321,0.0189260,0.0191304,0.0196484,0.0204819,0.0217312,0.0225912,0.0253140,0.0264496
0.0194115,0.0198377,0.0199394,0.0201512,0.0206351,0.0214093,0.0225412,0.0233257,0.0257726,0.0267913
0.0219527,0.0222429,0.0221818,0.0221190,0.0223488,0.0227522,0.0235657,0.0240877,0.0260087,0.0268240
0.0226473,0.0228764,0.0227885,0.0226758,0.0228269,0.0231077,0.0237630,0.0241715,0.0257659,0.0264467
0.0235083,0.0236557,0.0235035,0.0232792,0.0233033,0.0233932,0.0238462,0.0241002,0.0253131,0.0258405
0.0230578,0.0232166,0.0231692,0.0231125,0.0232276,0.0234352,0.0238852,0.0241697,0.0252490,0.0257085
0.0223224,0.0224993,0.0225683,0.0226989,0.0229202,0.0232670,0.0237279,0.0240560,0.0250189,0.0254166
0.0231942,0.0233293,0.0234066,0.0235453,0.0237331,0.0240213,0.0243655,0.0246184,0.0253062,0.0255871
0.0203319,0.0206023,0.0210088,0.0216867,0.0222554,0.0230714,0.0236775,0.0242071,0.0250905,0.0254174
0.0184501,0.0187885,0.0194024,0.0204177,0.0212098,0.0223308,0.0230550,0.0237276,0.0246278,0.0249389
0.0209204,0.0211327,0.0215177,0.0221546,0.0226514,0.0233546,0.0238088,0.0242307,0.0247954,0.0249905
0.0201167,0.0203819,0.0208631,0.0216589,0.0222798,0.0231584,0.0237260,0.0242532,0.0249589,0.0252027
0.0203759,0.0206287,0.0210873,0.0218458,0.0224376,0.0232751,0.0238161,0.0243186,0.0249911,0.0252235
0.0204714,0.0207094,0.0211411,0.0218551,0.0224121,0.0232004,0.0237097,0.0241827,0.0248157,0.0250345
0.0227633,0.0228881,0.0231144,0.0234888,0.0237809,0.0241942,0.0244613,0.0247093,0.0250412,0.0251559
0.0232351,0.0233299,0.0235018,0.0237861,0.0240079,0.0243218,0.0245246,0.0247130,0.0249651,0.0250522
0.0227668,0.0229200,0.0231981,0.0236579,0.0240166,0.0245243,0.0248522,0.0251568,0.0255645,0.0257054
0.0220663,0.0222552,0.0225978,0.0231644,0.0236065,0.0242321,0.0246363,0.0250117,0.0255141,0.0256877
0.0218684,0.0220593,0.0224056,0.0229783,0.0234252,0.0240576,0.0244661,0.0248455,0.0253533,0.0255288
0.0199858,0.0202547,0.0207426,0.0215494,0.0221790,0.0230698,0.0236454,0.0241799,0.0248953,0.0251425
0.0187027,0.0190441,0.0196636,0.0206881,0.0214875,0.0226186,0.0233494,0.0240281,0.0249365,0.0252504
0.0177566,0.0181340,0.0188185,0.0199507,0.0208340,0.0220841,0.0228916,0.0236417,0.0246455,0.0249924
0.0158887,0.0163709,0.0172456,0.0186923,0.0198210,0.0214183,0.0224502,0.0234086,0.0246913,0.0251345
0.0164537,0.0169310,0.0177968,0.0192289,0.0203462,0.0219273,0.0229488,0.0238975,0.0251672,0.0256060
0.0189824,0.0193269,0.0199519,0.0209856,0.0217922,0.0229335,0.0236709,0.0243557,0.0252723,0.0255890
0.0174486,0.0178909,0.0186932,0.0200201,0.0210554,0.0225205,0.0234670,0.0243461,0.0255226,0.0259292
0.0175200,0.0179405,0.0187035,0.0199653,0.0209498,0.0223431,0.0232431,0.0240791,0.0251979,0.0255845
0.0184484,0.0188313,0.0195261,0.0206750,0.0215715,0.0228401,0.0236596,0.0244208,0.0254395,0.0257915
0.0173556,0.0178052,0.0186208,0.0199698,0.0210223,0.0225117,0.0234739,0.0243675,0.0255636,0.0259769
0.0176192,0.0180480,0.0188258,0.0201122,0.0211158,0.0225361,0.0234537,0.0243059,0.0254465,0.0258406
0.0175392,0.0179833,0.0187890,0.0201215,0.0211612,0.0226324,0.0235829,0.0244657,0.0256472,0.0260554
0.0191529,0.0195058,0.0201462,0.0212052,0.0220314,0.0232007,0.0239561,0.0246577,0.0255966,0.0259211
0.0199009,0.0202081,0.0207654,0.0216871,0.0224063,0.0234240,0.0240814,0.0246920,0.0255093,0.0257917
0.0178515,0.0182852,0.0190722,0.0203737,0.0213891,0.0228261,0.0237544,0.0246166,0.0257706,0.0261694
0.0181600,0.0185871,0.0193619,0.0206432,0.0216430,0.0230578,0.0239718,0.0248206,0.0259568,0.0263494
0.0180922,0.0185258,0.0193124,0.0206134,0.0216284,0.0230648,0.0239927,0.0248546,0.0260081,0.0264067
0.0175902,0.0180489,0.0188812,0.0202576,0.0213315,0.0228512,0.0238330,0.0247448,0.0259653,0.0263870
0.0152842,0.0158380,0.0168427,0.0185044,0.0198009,0.0216356,0.0228208,0.0239216,0.0253950,0.0259041
0.0171348,0.0176158,0.0184883,0.0199313,0.0210572,0.0226505,0.0236797,0.0246357,0.0259152,0.0263573
0.0151285,0.0156689,0.0166492,0.0182704,0.0195354,0.0213255,0.0224819,0.0235559,0.0249935,0.0254902
0.0147966,0.0153109,0.0162440,0.0177872,0.0189912,0.0206950,0.0217958,0.0228181,0.0241864,0.0246592
0.0161388,0.0165593,0.0173222,0.0185840,0.0195684,0.0209615,0.0218615,0.0226974,0.0238162,0.0242027
0.0145242,0.0149886,0.0158312,0.0172246,0.0183118,0.0198503,0.0208442,0.0217673,0.0230028,0.0234298
0.0169589,0.0173569,0.0180790,0.0192732,0.0202050,0.0215235,0.0223753,0.0231665,0.0242253,0.0245912
0.0192196,0.0195308,0.0200953,0.0210290,0.0217575,0.0227884,0.0234544,0.0240729,0.0249008,0.0251868
0.0224782,0.0226717,0.0230228,0.0236033,0.0240563,0.0246974,0.0251115,0.0254961,0.0260109,0.0261888
0.0217113,0.0219633,0.0224204,0.0231764,0.0237663,0.0246011,0.0251403,0.0256412,0.0263115,0.0265431
0.0197407,0.0200537,0.0206216,0.0215608,0.0222936,0.0233305,0.0240004,0.0246226,0.0254554,0.0257431
0.0195438,0.0198817,0.0204946,0.0215082,0.0222991,0.0234183,0.0241413,0.0248128,0.0257116,0.0260221
0.0193873,0.0197462,0.0203974,0.0214744,0.0223147,0.0235038,0.0242720,0.0249855,0.0259404,0.0262703
0.0204522,0.0208225,0.0214942,0.0226051,0.0234719,0.0246985,0.0254909,0.0262268,0.0272119,0.0275522
0.0222683,0.0225637,0.0230994,0.0239855,0.0246768,0.0256551,0.0262871,0.0268741,0.0276598,0.0279312
0.0243842,0.0246096,0.0250184,0.0256946,0.0262221,0.0269687,0.0274510,0.0278989,0.0284985,0.0287056
0.0236004,0.0238902,0.0244158,0.0252851,0.0259633,0.0269231,0.0275432,0.0281191,0.0288898,0.0291562
0.0242859,0.0245290,0.0249700,0.0256994,0.0262685,0.0270738,0.0275941,0.0280773,0.0287240,0.0289475
0.0234048,0.0236624,0.0241298,0.0249029,0.0255060,0.0263595,0.0269109,0.0274231,0.0281085,0.0283453
0.0225354,0.0228580,0.0234431,0.0244109,0.0251660,0.0262346,0.0269249,0.0275661,0.0284242,0.0287207
0.0245475,0.0248349,0.0253564,0.0262189,0.0268918,0.0278441,0.0284593,0.0290307,0.0297954,0.0300596
0.0266749,0.0268930,0.0272887,0.0279431,0.0284536,0.0291762,0.0296429,0.0300764,0.0306567,0.0308572
0.0275837,0.0277859,0.0281528,0.0287595,0.0292330,0.0299029,0.0303357,0.0307377,0.0312757,0.0314616
0.0283018,0.0285009,0.0288621,0.0294595,0.0299255,0.0305851,0.0310112,0.0314069,0.0319366,0.0321196
0.0267418,0.0269391,0.0272971,0.0278891,0.0283509,0.0290046,0.0294268,0.0298190,0.0303439,0.0305253
0.0287626,0.0288672,0.0290568,0.0293705,0.0296152,0.0299616,0.0301853,0.0303931,0.0306712,0.0307674
0.0304931,0.0305330,0.0306053,0.0307249,0.0308182,0.0309502,0.0310355,0.0311147,0.0312208,0.0312574
0.0321200,0.0320797,0.0320066,0.0318857,0.0317913,0.0316577,0.0315715,0.0314913,0.0313841,0.0313470
0.0311582,0.0312155,0.0313194,0.0314912,0.0316253,0.0318150,0.0319376,0.0320515,0.0322038,0.0322565
0.0300797,0.0300950,0.0301228,0.0301687,0.0302045,0.0302552,0.0302880,0.0303184,0.0303592,0.0303732
0.0300337,0.0300973,0.0302127,0.0304036,0.0305526,0.0307633,0.0308995,0.0310259,0.0311952,0.0312536
0.0296258,0.0297878,0.0300817,0.0305678,0.0309471,0.0314838,0.0318305,0.0321525,0.0325835,0.0327325
0.0318451,0.0319812,0.0322281,0.0326364,0.0329550,0.0334059,0.0336971,0.0339676,0.0343297,0.0344548
0.0297385,0.0298803,0.0301376,0.0305631,0.0308951,0.0313650,0.0316685,0.0319504,0.0323277,0.0324581
0.0262040,0.0265543,0.0271897,0.0282407,0.0290606,0.0302210,0.0309706,0.0316669,0.0325987,0.0329207
0.0301620,0.0303692,0.0307451,0.0313668,0.0318519,0.0325383,0.0329817,0.0333936,0.0339448,0.0341353
0.0322533,0.0324586,0.0328311,0.0334471,0.0339278,0.0346080,0.0350474,0.0354555,0.0360018,0.0361905
0.0295214,0.0298167,0.0303525,0.0312387,0.0319300,0.0329084,0.0335405,0.0341276,0.0349133,0.0351848
0.0297019,0.0300069,0.0305603,0.0314757,0.0321898,0.0332004,0.0338533,0.0344597,0.0352713,0.0355517
0.0321522,0.0324865,0.0330930,0.0340960,0.0348786,0.0359861,0.0367016,0.0373661,0.0382555,0.0385628
0.0335017,0.0337751,0.0342712,0.0350917,0.0357319,0.0366378,0.0372230,0.0377665,0.0384940,0.0387454
0.0322871,0.0325759,0.0330999,0.0339665,0.0346426,0.0355994,0.0362175,0.0367916,0.0375600,0.0378255
0.0357320,0.0358957,0.0361928,0.0366841,0.0370675,0.0376100,0.0379604,0.0382859,0.0387215,0.0388721
0.0359746,0.0360955,0.0363147,0.0366773,0.0369602,0.0373605,0.0376191,0.0378594,0.0381808,0.0382919
0.0388377,0.0388390,0.0388412,0.0388449,0.0388478,0.0388519,0.0388545,0.0388570,0.0388602,0.0388614
0.0411780,0.0412612,0.0414121,0.0416617,0.0418564,0.0421320,0.0423100,0.0424753,0.0426966,0.0427731
